ticker,initial_price,expected_final_price,median_final_price,p05_final_price,p95_final_price,expected_return,probability_of_loss,min_final_price,max_final_price
TSLA,121.82,175.1208058469148,148.30124712354058,58.070291361558745,384.00397437527636,0.4375373981851487,0.3635,18.321213571522676,1507.050322950089
NFLX,291.119995,386.2630984798846,332.4917320154982,142.14697311131368,807.4342337059817,0.32681748115544107,0.3998,39.58709425094846,2738.2862299607646
NVDA,146.029999,190.68229519647113,172.81681015368244,83.54685811675463,358.05320579159405,0.3057748168338421,0.3464,29.202699307801687,961.5058259256849
AAPL,129.610001,161.36178959964104,154.82194402002386,97.12147236136616,246.95190458685633,0.24497946419768196,0.2673,40.40292096857952,483.27561113838823
AMZN,84.18,102.57044973840783,97.00836366251013,56.07893744179416,166.58200053869876,0.21846578449047074,0.3329,25.497683486834138,359.94679586683577
MSFT,241.009995,283.3216993776857,273.647626282313,179.53062580517476,416.20366774764733,0.17555995707848443,0.3055,107.9352046722478,716.0062880290756
GOOGL,88.449997,101.02636850481422,97.5130604133068,62.28052233464323,151.50091866686935,0.14218622873231107,0.3562,35.71408040216402,285.02111232012174
META,143.139999,162.69186191343059,150.1440083156155,78.34649498670177,290.8104859413378,0.13659258802587115,0.4477,28.92739374137158,674.8020891023848
