ticker,initial_price,expected_final_price,median_final_price,p05_final_price,p95_final_price,expected_return,probability_of_loss,min_final_price,max_final_price
NVDA,184.83999633789065,321.15198452145364,283.74309808103476,128.82536023869716,645.065194169745,0.7374593750498801,0.1942,47.56467725586871,1623.7815537551678
AAPL,248.3500061035156,316.6541495688466,303.0923775031192,187.06536409932318,487.97932270573256,0.2750317768740496,0.249,102.25026800476775,898.7941415805741
GOOGL,330.5400085449219,417.1024963645422,399.279077853495,248.80666768032745,643.7610578932208,0.26188202814140166,0.2569,134.1431038953216,1137.3802042324514
MSFT,451.1400146484375,568.8044196513667,547.5224326963568,357.35008991925287,847.9206242645866,0.26081571393001407,0.2301,199.28492442048454,1441.8963981914033
AMZN,234.33999633789065,290.6440951733101,276.85138452978,161.24130714287676,468.48710689421364,0.2402667052799455,0.3096,81.66872478432545,857.5124678756105
META,647.6300048828125,780.463306985122,726.1914893589883,389.1659737387378,1362.9808089489563,0.2051067756293125,0.3761,175.5113266783258,3124.236390929553
